Date,Location_ISO_Code,Location,New_Cases,New_Deaths,New_Recovered,New_Active_Cases,Total_Active_Cases,Total_Deaths,Total_Recovered,Total_Cases,Location_Level,Longitude,Latitude
2020-03-26,ID-AC,Aceh,1,0,0,1,1,0,1,2,Province,96.91052174,4.225614628
2020-03-27,ID-AC,Aceh,3,0,0,3,4,0,1,5,Province,96.91052174,4.225614628
2020-03-28,ID-AC,Aceh,1,0,0,1,5,0,1,6,Province,96.91052174,4.225614628
2020-03-29,ID-AC,Aceh,0,0,0,0,5,0,1,6,Province,96.91052174,4.225614628
2020-03-30,ID-AC,Aceh,0,0,0,0,5,0,1,6,Province,96.91052174,4.225614628
2020-03-31,ID-AC,Aceh,0,0,0,0,5,0,1,6,Province,96.91052174,4.225614628
2020-04-01,ID-AC,Aceh,0,0,0,0,5,0,1,6,Province,96.91052174,4.225614628
2020-04-02,ID-AC,Aceh,0,0,0,0,5,0,1,6,Province,96.91052174,4.225614628
2020-04-03,ID-AC,Aceh,0,0,0,0,5,0,1,6,Province,96.91052174,4.225614628
2020-04-04,ID-AC,Aceh,0,0,0,0,5,0,1,6,Province,96.91052174,4.225614628
2020-04-05,ID-AC,Aceh,0,0,0,0,5,0,1,6,Province,96.91052174,4.225614628
2020-04-06,ID-AC,Aceh,0,0,0,0,5,0,1,6,Province,96.91052174,4.225614628
2020-04-07,ID-AC,Aceh,0,0,0,0,5,0,1,6,Province,96.91052174,4.225614628
2020-04-08,ID-AC,Aceh,0,0,0,0,5,0,1,6,Province,96.91052174,4.225614628
2020-04-09,ID-AC,Aceh,0,0,1,0,5,0,2,7,Province,96.91052174,4.225614628
2020-04-10,ID-AC,Aceh,0,0,0,0,5,0,2,7,Province,96.91052174,4.225614628
2020-04-11,ID-AC,Aceh,0,0,0,0,5,0,2,7,Province,96.91052174,4.225614628
2020-04-12,ID-AC,Aceh,0,0,0,0,5,0,2,7,Province,96.91052174,4.225614628
2020-04-13,ID-AC,Aceh,0,0,2,0,5,0,4,9,Province,96.91052174,4.225614628
2020-04-14,ID-AC,Aceh,0,0,0,0,5,0,4,9,Province,96.91052174,4.225614628
2020-04-15,ID-AC,Aceh,0,0,0,0,5,0,4,9,Province,96.91052174,4.225614628
2020-04-16,ID-AC,Aceh,0,0,0,0,5,0,4,9,Province,96.91052174,4.225614628
2020-04-17,ID-AC,Aceh,0,0,0,0,5,0,4,9,Province,96.91052174,4.225614628
2020-04-18,ID-AC,Aceh,1,0,0,1,6,0,4,10,Province,96.91052174,4.225614628
2020-04-19,ID-AC,Aceh,1,0,0,1,7,0,4,11,Province,96.91052174,4.225614628
2020-04-20,ID-AC,Aceh,0,0,0,0,7,0,4,11,Province,96.91052174,4.225614628
2020-04-21,ID-AC,Aceh,0,0,0,0,7,0,4,11,Province,96.91052174,4.225614628
2020-04-22,ID-AC,Aceh,0,0,0,0,7,0,4,11,Province,96.91052174,4.225614628
2020-04-23,ID-AC,Aceh,0,1,0,0,7,1,4,12,Province,96.91052174,4.225614628
2020-04-24,ID-AC,Aceh,1,0,0,1,8,1,4,13,Province,96.91052174,4.225614628
2020-04-25,ID-AC,Aceh,1,0,0,1,9,1,4,14,Province,96.91052174,4.225614628
2020-04-26,ID-AC,Aceh,0,0,0,0,9,1,4,14,Province,96.91052174,4.225614628
2020-04-27,ID-AC,Aceh,0,0,1,0,9,1,5,15,Province,96.91052174,4.225614628
2020-04-28,ID-AC,Aceh,0,0,1,0,9,1,6,16,Province,96.91052174,4.225614628
2020-04-29,ID-AC,Aceh,0,0,1,0,9,1,7,17,Province,96.91052174,4.225614628
2020-04-30,ID-AC,Aceh,1,0,0,1,10,1,7,18,Province,96.91052174,4.225614628
2020-05-01,ID-AC,Aceh,1,0,0,1,11,1,7,19,Province,96.91052174,4.225614628
2020-05-02,ID-AC,Aceh,0,0,0,0,11,1,7,19,Province,96.91052174,4.225614628
2020-05-03,ID-AC,Aceh,1,0,2,0,11,1,9,21,Province,96.91052174,4.225614628
2020-05-04,ID-AC,Aceh,0,0,0,0,11,1,9,21,Province,96.91052174,4.225614628
2020-05-05,ID-AC,Aceh,0,0,0,0,11,1,9,21,Province,96.91052174,4.225614628
2020-05-06,ID-AC,Aceh,5,0,0,5,16,1,9,26,Province,96.91052174,4.225614628
2020-05-07,ID-AC,Aceh,0,0,0,0,16,1,9,26,Province,96.91052174,4.225614628
2020-05-08,ID-AC,Aceh,0,0,3,0,16,1,12,29,Province,96.91052174,4.225614628
2020-05-09,ID-AC,Aceh,0,0,0,0,16,1,12,29,Province,96.91052174,4.225614628
2020-05-10,ID-AC,Aceh,0,0,0,0,16,1,12,29,Province,96.91052174,4.225614628
2020-05-11,ID-AC,Aceh,0,0,1,0,16,1,13,30,Province,96.91052174,4.225614628
2020-05-12,ID-AC,Aceh,0,0,0,0,16,1,13,30,Province,96.91052174,4.225614628
2020-05-13,ID-AC,Aceh,0,0,1,0,16,1,14,31,Province,96.91052174,4.225614628
2020-05-14,ID-AC,Aceh,0,0,0,0,16,1,14,31,Province,96.91052174,4.225614628
2020-05-15,ID-AC,Aceh,0,0,0,0,16,1,14,31,Province,96.91052174,4.225614628
2020-05-16,ID-AC,Aceh,1,0,2,0,16,1,16,33,Province,96.91052174,4.225614628
2020-05-17,ID-AC,Aceh,0,0,0,0,16,1,16,33,Province,96.91052174,4.225614628
2020-05-18,ID-AC,Aceh,0,0,0,0,16,1,16,33,Province,96.91052174,4.225614628
2020-05-19,ID-AC,Aceh,0,0,0,0,16,1,16,33,Province,96.91052174,4.225614628
2020-05-20,ID-AC,Aceh,0,0,0,0,16,1,16,33,Province,96.91052174,4.225614628
2020-05-21,ID-AC,Aceh,0,0,0,0,16,1,16,33,Province,96.91052174,4.225614628
2020-05-22,ID-AC,Aceh,1,0,1,0,16,1,17,34,Province,96.91052174,4.225614628
2020-05-23,ID-AC,Aceh,0,0,1,0,16,1,18,35,Province,96.91052174,4.225614628
2020-05-24,ID-AC,Aceh,0,0,0,0,16,1,18,35,Province,96.91052174,4.225614628
2020-05-25,ID-AC,Aceh,0,0,0,0,16,1,18,35,Province,96.91052174,4.225614628
2020-05-26,ID-AC,Aceh,0,0,0,0,16,1,18,35,Province,96.91052174,4.225614628
2020-05-27,ID-AC,Aceh,0,0,0,0,16,1,18,35,Province,96.91052174,4.225614628
2020-05-28,ID-AC,Aceh,1,0,0,1,17,1,18,36,Province,96.91052174,4.225614628
2020-05-29,ID-AC,Aceh,0,0,0,0,17,1,18,36,Province,96.91052174,4.225614628
2020-05-30,ID-AC,Aceh,0,0,0,0,17,1,18,36,Province,96.91052174,4.225614628
2020-05-31,ID-AC,Aceh,0,0,0,0,17,1,18,36,Province,96.91052174,4.225614628
2020-06-01,ID-AC,Aceh,0,0,0,0,17,1,18,36,Province,96.91052174,4.225614628
2020-06-02,ID-AC,Aceh,0,0,0,0,17,1,18,36,Province,96.91052174,4.225614628
2020-06-03,ID-AC,Aceh,0,0,1,0,17,1,19,37,Province,96.91052174,4.225614628
2020-06-04,ID-AC,Aceh,0,0,0,0,17,1,19,37,Province,96.91052174,4.225614628
2020-06-05,ID-AC,Aceh,0,0,0,0,17,1,19,37,Province,96.91052174,4.225614628
2020-06-06,ID-AC,Aceh,0,0,0,0,17,1,19,37,Province,96.91052174,4.225614628
2020-06-07,ID-AC,Aceh,0,0,0,0,17,1,19,37,Province,96.91052174,4.225614628
2020-06-08,ID-AC,Aceh,0,0,0,0,17,1,19,37,Province,96.91052174,4.225614628
2020-06-09,ID-AC,Aceh,0,0,0,0,17,1,19,37,Province,96.91052174,4.225614628
2020-06-10,ID-AC,Aceh,2,0,0,2,19,1,19,39,Province,96.91052174,4.225614628
2020-06-11,ID-AC,Aceh,0,0,0,0,19,1,19,39,Province,96.91052174,4.225614628
2020-06-12,ID-AC,Aceh,0,0,0,0,19,1,19,39,Province,96.91052174,4.225614628
2020-06-13,ID-AC,Aceh,0,0,1,0,19,1,20,40,Province,96.91052174,4.225614628
2020-06-14,ID-AC,Aceh,5,0,0,5,24,1,20,45,Province,96.91052174,4.225614628
2020-06-15,ID-AC,Aceh,0,0,0,0,24,1,20,45,Province,96.91052174,4.225614628
2020-06-16,ID-AC,Aceh,0,0,1,0,24,1,21,46,Province,96.91052174,4.225614628
2020-06-17,ID-AC,Aceh,10,1,0,9,33,2,21,56,Province,96.91052174,4.225614628
2020-06-18,ID-AC,Aceh,1,0,0,1,34,2,21,57,Province,96.91052174,4.225614628
2020-06-19,ID-AC,Aceh,0,0,0,0,34,2,21,57,Province,96.91052174,4.225614628
2020-06-20,ID-AC,Aceh,1,0,0,1,35,2,21,58,Province,96.91052174,4.225614628
2020-06-21,ID-AC,Aceh,10,0,0,10,45,2,21,68,Province,96.91052174,4.225614628
2020-06-22,ID-AC,Aceh,0,0,0,0,45,2,21,68,Province,96.91052174,4.225614628
2020-06-23,ID-AC,Aceh,0,0,0,0,45,2,21,68,Province,96.91052174,4.225614628
2020-06-24,ID-AC,Aceh,4,0,0,4,49,2,21,72,Province,96.91052174,4.225614628
2020-06-25,ID-AC,Aceh,13,0,0,13,62,2,21,85,Province,96.91052174,4.225614628
2020-06-26,ID-AC,Aceh,3,0,0,3,65,2,21,88,Province,96.91052174,4.225614628
2020-06-27,ID-AC,Aceh,8,0,2,6,71,2,23,96,Province,96.91052174,4.225614628
2020-06-28,ID-AC,Aceh,2,0,3,0,71,2,26,99,Province,96.91052174,4.225614628
2020-06-29,ID-AC,Aceh,0,1,0,0,71,3,26,100,Province,96.91052174,4.225614628
2020-06-30,ID-AC,Aceh,1,0,1,0,71,3,27,101,Province,96.91052174,4.225614628
2020-07-01,ID-AC,Aceh,6,0,5,1,72,3,32,107,Province,96.91052174,4.225614628
2020-07-02,ID-AC,Aceh,0,0,0,0,72,3,32,107,Province,96.91052174,4.225614628
2020-07-03,ID-AC,Aceh,1,0,0,1,73,3,32,108,Province,96.91052174,4.225614628
2020-07-04,ID-AC,Aceh,0,0,0,0,73,3,32,108,Province,96.91052174,4.225614628
2020-07-05,ID-AC,Aceh,0,0,0,0,73,3,32,108,Province,96.91052174,4.225614628
2020-07-06,ID-AC,Aceh,0,0,9,0,73,3,41,117,Province,96.91052174,4.225614628
2020-07-07,ID-AC,Aceh,1,0,2,0,73,3,43,119,Province,96.91052174,4.225614628
2020-07-08,ID-AC,Aceh,1,0,9,0,73,3,52,128,Province,96.91052174,4.225614628
2020-07-09,ID-AC,Aceh,1,0,3,0,73,3,55,131,Province,96.91052174,4.225614628
2020-07-10,ID-AC,Aceh,0,0,5,0,73,3,60,136,Province,96.91052174,4.225614628
2020-07-11,ID-AC,Aceh,9,1,4,4,77,4,64,145,Province,96.91052174,4.225614628
2020-07-12,ID-AC,Aceh,7,0,0,7,84,4,64,152,Province,96.91052174,4.225614628
2020-07-13,ID-AC,Aceh,0,1,0,0,84,5,64,153,Province,96.91052174,4.225614628
2020-07-14,ID-AC,Aceh,4,0,1,3,87,5,65,157,Province,96.91052174,4.225614628
2020-07-15,ID-AC,Aceh,27,2,1,24,111,7,66,184,Province,96.91052174,4.225614628
2020-07-16,ID-AC,Aceh,3,1,1,1,112,8,67,187,Province,96.91052174,4.225614628
2020-07-17,ID-AC,Aceh,5,0,0,5,117,8,67,192,Province,96.91052174,4.225614628
2020-07-18,ID-AC,Aceh,0,0,0,0,117,8,67,192,Province,96.91052174,4.225614628
2020-07-19,ID-AC,Aceh,1,1,0,0,117,9,67,193,Province,96.91052174,4.225614628
2020-07-20,ID-AC,Aceh,2,0,1,1,118,9,68,195,Province,96.91052174,4.225614628
2020-07-21,ID-AC,Aceh,1,0,5,0,118,9,73,200,Province,96.91052174,4.225614628
2020-07-22,ID-AC,Aceh,2,0,4,0,118,9,77,204,Province,96.91052174,4.225614628
2020-07-23,ID-AC,Aceh,7,1,1,5,123,10,78,211,Province,96.91052174,4.225614628
2020-07-24,ID-AC,Aceh,4,0,12,0,123,10,90,223,Province,96.91052174,4.225614628
2020-07-25,ID-AC,Aceh,6,0,2,4,127,10,92,229,Province,96.91052174,4.225614628
2020-07-26,ID-AC,Aceh,0,0,0,0,127,10,92,229,Province,96.91052174,4.225614628
2020-07-27,ID-AC,Aceh,0,0,0,0,127,10,92,229,Province,96.91052174,4.225614628
2020-07-28,ID-AC,Aceh,25,0,0,25,152,10,92,254,Province,96.91052174,4.225614628
2020-07-29,ID-AC,Aceh,45,3,0,42,194,13,92,299,Province,96.91052174,4.225614628
2020-07-30,ID-AC,Aceh,74,0,0,74,268,13,92,373,Province,96.91052174,4.225614628
2020-07-31,ID-AC,Aceh,98,0,0,98,366,13,92,471,Province,96.91052174,4.225614628
2020-08-01,ID-AC,Aceh,0,1,0,0,366,14,92,472,Province,96.91052174,4.225614628
2020-08-02,ID-AC,Aceh,21,2,0,19,385,16,92,493,Province,96.91052174,4.225614628
2020-08-03,ID-AC,Aceh,2,1,0,1,386,17,92,495,Province,96.91052174,4.225614628
2020-08-04,ID-AC,Aceh,7,0,0,7,393,17,92,502,Province,96.91052174,4.225614628
2020-08-05,ID-AC,Aceh,2,1,0,1,394,18,92,504,Province,96.91052174,4.225614628
2020-08-06,ID-AC,Aceh,41,0,1,40,434,18,93,545,Province,96.91052174,4.225614628
2020-08-07,ID-AC,Aceh,53,0,0,53,487,18,93,598,Province,96.91052174,4.225614628
2020-08-08,ID-AC,Aceh,0,0,0,0,487,18,93,598,Province,96.91052174,4.225614628
2020-08-09,ID-AC,Aceh,44,1,0,43,530,19,93,642,Province,96.91052174,4.225614628
2020-08-10,ID-AC,Aceh,96,0,1,95,625,19,94,738,Province,96.91052174,4.225614628
2020-08-11,ID-AC,Aceh,0,1,0,0,625,20,94,739,Province,96.91052174,4.225614628
2020-08-12,ID-AC,Aceh,72,2,98,0,625,22,192,839,Province,96.91052174,4.225614628
2020-08-13,ID-AC,Aceh,1,1,0,0,625,23,192,840,Province,96.91052174,4.225614628
2020-08-14,ID-AC,Aceh,92,0,0,92,717,23,192,932,Province,96.91052174,4.225614628
2020-08-15,ID-AC,Aceh,25,2,0,23,740,25,192,957,Province,96.91052174,4.225614628
2020-08-16,ID-AC,Aceh,11,0,0,11,751,25,192,968,Province,96.91052174,4.225614628
2020-08-17,ID-AC,Aceh,168,0,0,168,919,25,192,1136,Province,96.91052174,4.225614628
2020-08-18,ID-AC,Aceh,25,2,0,23,942,27,192,1161,Province,96.91052174,4.225614628
2020-08-19,ID-AC,Aceh,63,0,0,63,1005,27,192,1224,Province,96.91052174,4.225614628
2020-08-20,ID-AC,Aceh,4,0,0,4,1009,27,192,1228,Province,96.91052174,4.225614628
2020-08-21,ID-AC,Aceh,4,2,0,2,1011,29,192,1232,Province,96.91052174,4.225614628
2020-08-22,ID-AC,Aceh,70,0,0,70,1081,29,192,1302,Province,96.91052174,4.225614628
2020-08-23,ID-AC,Aceh,0,2,0,0,1081,31,192,1304,Province,96.91052174,4.225614628
2020-08-24,ID-AC,Aceh,30,3,0,27,1108,34,192,1334,Province,96.91052174,4.225614628
2020-08-25,ID-AC,Aceh,20,3,0,17,1125,37,192,1354,Province,96.91052174,4.225614628
2020-08-26,ID-AC,Aceh,30,0,0,30,1155,37,192,1384,Province,96.91052174,4.225614628
2020-08-27,ID-AC,Aceh,108,0,0,108,1263,37,192,1492,Province,96.91052174,4.225614628
2020-08-28,ID-AC,Aceh,50,11,0,39,1302,48,192,1542,Province,96.91052174,4.225614628
2020-08-29,ID-AC,Aceh,97,6,0,91,1393,54,192,1639,Province,96.91052174,4.225614628
2020-08-30,ID-AC,Aceh,54,4,56,0,1393,58,248,1699,Province,96.91052174,4.225614628
2020-08-31,ID-AC,Aceh,33,2,66,0,1393,60,314,1767,Province,96.91052174,4.225614628
2020-09-01,ID-AC,Aceh,16,3,82,0,1393,63,396,1852,Province,96.91052174,4.225614628
2020-09-02,ID-AC,Aceh,48,3,1,44,1437,66,397,1900,Province,96.91052174,4.225614628
2020-09-03,ID-AC,Aceh,97,3,8,86,1523,69,405,1997,Province,96.91052174,4.225614628
2020-09-04,ID-AC,Aceh,90,3,31,56,1579,72,436,2087,Province,96.91052174,4.225614628
2020-09-05,ID-AC,Aceh,61,1,0,60,1639,73,436,2148,Province,96.91052174,4.225614628
2020-09-06,ID-AC,Aceh,78,2,0,76,1715,75,436,2226,Province,96.91052174,4.225614628
2020-09-07,ID-AC,Aceh,19,3,0,16,1731,78,436,2245,Province,96.91052174,4.225614628
2020-09-08,ID-AC,Aceh,12,2,58,0,1731,80,494,2305,Province,96.91052174,4.225614628
2020-09-09,ID-AC,Aceh,98,1,9,88,1819,81,503,2403,Province,96.91052174,4.225614628
2020-09-10,ID-AC,Aceh,106,2,1,103,1922,83,504,2509,Province,96.91052174,4.225614628
2020-09-11,ID-AC,Aceh,145,2,2,141,2063,85,506,2654,Province,96.91052174,4.225614628
2020-09-12,ID-AC,Aceh,124,0,1,123,2186,85,507,2778,Province,96.91052174,4.225614628
2020-09-13,ID-AC,Aceh,212,5,0,207,2393,90,507,2990,Province,96.91052174,4.225614628
2020-09-14,ID-AC,Aceh,153,5,52,96,2489,95,559,3143,Province,96.91052174,4.225614628
2020-09-15,ID-AC,Aceh,140,6,142,0,2489,101,701,3291,Province,96.91052174,4.225614628
2020-09-16,ID-AC,Aceh,95,12,390,0,2489,113,1091,3693,Province,96.91052174,4.225614628
2020-09-17,ID-AC,Aceh,109,12,1,96,2585,125,1092,3802,Province,96.91052174,4.225614628
2020-09-18,ID-AC,Aceh,116,4,160,0,2585,129,1252,3966,Province,96.91052174,4.225614628
2020-09-19,ID-AC,Aceh,175,0,45,130,2715,129,1297,4141,Province,96.91052174,4.225614628
2020-09-20,ID-AC,Aceh,68,4,0,64,2779,133,1297,4209,Province,96.91052174,4.225614628
2020-09-21,ID-AC,Aceh,99,2,366,0,2779,135,1663,4577,Province,96.91052174,4.225614628
2020-09-22,ID-AC,Aceh,91,7,95,0,2779,142,1758,4679,Province,96.91052174,4.225614628
2020-09-23,ID-AC,Aceh,50,3,3,44,2823,145,1761,4729,Province,96.91052174,4.225614628
2020-09-24,ID-AC,Aceh,56,1,115,0,2823,146,1876,4845,Province,96.91052174,4.225614628
2020-09-25,ID-AC,Aceh,91,2,1,88,2911,148,1877,4936,Province,96.91052174,4.225614628
2020-09-26,ID-AC,Aceh,191,3,1,187,3098,151,1878,5127,Province,96.91052174,4.225614628
2020-09-27,ID-AC,Aceh,73,5,149,0,3098,156,2027,5281,Province,96.91052174,4.225614628
2020-09-28,ID-AC,Aceh,79,13,161,0,3098,169,2188,5455,Province,96.91052174,4.225614628
2020-09-29,ID-AC,Aceh,146,9,120,17,3115,178,2308,5601,Province,96.91052174,4.225614628
2020-09-30,ID-AC,Aceh,83,3,2,78,3193,181,2310,5684,Province,96.91052174,4.225614628
2020-10-01,ID-AC,Aceh,112,3,158,0,3193,184,2468,5845,Province,96.91052174,4.225614628
2020-10-02,ID-AC,Aceh,188,6,0,182,3375,190,2468,6033,Province,96.91052174,4.225614628
2020-10-03,ID-AC,Aceh,73,3,150,0,3375,193,2618,6186,Province,96.91052174,4.225614628
2020-10-04,ID-AC,Aceh,67,7,187,0,3375,200,2805,6380,Province,96.91052174,4.225614628
2020-10-05,ID-AC,Aceh,70,6,173,0,3375,206,2978,6559,Province,96.91052174,4.225614628
2020-10-06,ID-AC,Aceh,119,4,99,16,3391,210,3077,6678,Province,96.91052174,4.225614628
2020-10-07,ID-AC,Aceh,72,2,211,0,3391,212,3288,6891,Province,96.91052174,4.225614628
2020-10-08,ID-AC,Aceh,168,2,165,1,3392,214,3453,7059,Province,96.91052174,4.225614628
2020-10-09,ID-AC,Aceh,123,4,93,26,3418,218,3546,7182,Province,96.91052174,4.225614628
2020-10-10,ID-AC,Aceh,98,2,1,95,3513,220,3547,7280,Province,96.91052174,4.225614628
2020-10-11,ID-AC,Aceh,123,1,0,122,3635,221,3547,7403,Province,96.91052174,4.225614628
2020-10-12,ID-AC,Aceh,77,2,157,0,3635,223,3704,7562,Province,96.91052174,4.225614628
2020-10-13,ID-AC,Aceh,51,1,105,0,3635,224,3809,7668,Province,96.91052174,4.225614628
2020-10-14,ID-AC,Aceh,65,3,58,4,3639,227,3867,7733,Province,96.91052174,4.225614628
2020-10-15,ID-AC,Aceh,117,2,148,0,3639,229,4015,7883,Province,96.91052174,4.225614628
2020-10-16,ID-AC,Aceh,177,6,130,41,3680,235,4145,8060,Province,96.91052174,4.225614628
2020-10-17,ID-AC,Aceh,182,1,130,51,3731,236,4275,8242,Province,96.91052174,4.225614628
2020-10-18,ID-AC,Aceh,115,6,284,0,3731,242,4559,8532,Province,96.91052174,4.225614628
2020-10-19,ID-AC,Aceh,116,2,211,0,3731,244,4770,8745,Province,96.91052174,4.225614628
2020-10-20,ID-AC,Aceh,98,2,215,0,3731,246,4985,8962,Province,96.91052174,4.225614628
2020-10-21,ID-AC,Aceh,80,3,0,77,3808,249,4985,9042,Province,96.91052174,4.225614628
2020-10-22,ID-AC,Aceh,102,3,0,99,3907,252,4985,9144,Province,96.91052174,4.225614628
2020-10-23,ID-AC,Aceh,90,4,3,83,3990,256,4988,9234,Province,96.91052174,4.225614628
2020-10-24,ID-AC,Aceh,88,5,0,83,4073,261,4988,9322,Province,96.91052174,4.225614628
2020-10-25,ID-AC,Aceh,87,2,0,85,4158,263,4988,9409,Province,96.91052174,4.225614628
2020-10-26,ID-AC,Aceh,40,5,0,35,4193,268,4988,9449,Province,96.91052174,4.225614628
2020-10-27,ID-AC,Aceh,13,4,0,9,4202,272,4988,9462,Province,96.91052174,4.225614628
2020-10-28,ID-AC,Aceh,74,4,0,70,4272,276,4988,9536,Province,96.91052174,4.225614628
2020-10-29,ID-AC,Aceh,34,0,1,33,4305,276,4989,9570,Province,96.91052174,4.225614628
2020-10-30,ID-AC,Aceh,21,2,0,19,4324,278,4989,9591,Province,96.91052174,4.225614628
2020-10-31,ID-AC,Aceh,11,1,0,10,4334,279,4989,9602,Province,96.91052174,4.225614628
2020-11-01,ID-AC,Aceh,20,0,0,20,4354,279,4989,9622,Province,96.91052174,4.225614628
2020-11-02,ID-AC,Aceh,30,0,137,0,4354,279,5126,9759,Province,96.91052174,4.225614628
2020-11-03,ID-AC,Aceh,24,3,176,0,4354,282,5302,9938,Province,96.91052174,4.225614628
2020-11-04,ID-AC,Aceh,44,5,174,0,4354,287,5476,10117,Province,96.91052174,4.225614628
2020-11-05,ID-AC,Aceh,35,1,1,33,4387,288,5477,10152,Province,96.91052174,4.225614628
2020-11-06,ID-AC,Aceh,71,0,185,0,4387,288,5662,10337,Province,96.91052174,4.225614628
2020-11-07,ID-AC,Aceh,27,3,80,0,4387,291,5742,10420,Province,96.91052174,4.225614628
2020-11-08,ID-AC,Aceh,26,0,251,0,4387,291,5993,10671,Province,96.91052174,4.225614628
2020-11-09,ID-AC,Aceh,3,0,201,0,4387,291,6194,10872,Province,96.91052174,4.225614628
2020-11-10,ID-AC,Aceh,29,1,3,25,4412,292,6197,10901,Province,96.91052174,4.225614628
2020-11-11,ID-AC,Aceh,51,1,0,50,4462,293,6197,10952,Province,96.91052174,4.225614628
2020-11-12,ID-AC,Aceh,32,0,0,32,4494,293,6197,10984,Province,96.91052174,4.225614628
2020-11-13,ID-AC,Aceh,45,0,0,45,4539,293,6197,11029,Province,96.91052174,4.225614628
2020-11-14,ID-AC,Aceh,20,0,2,18,4557,293,6199,11049,Province,96.91052174,4.225614628
2020-11-15,ID-AC,Aceh,49,0,0,49,4606,293,6199,11098,Province,96.91052174,4.225614628
2020-11-16,ID-AC,Aceh,21,0,13,8,4614,293,6212,11119,Province,96.91052174,4.225614628
2020-11-17,ID-AC,Aceh,43,3,28,12,4626,296,6240,11162,Province,96.91052174,4.225614628
2020-11-18,ID-AC,Aceh,18,22,115,0,4626,318,6355,11299,Province,96.91052174,4.225614628
2020-11-19,ID-AC,Aceh,50,1,0,49,4675,319,6355,11349,Province,96.91052174,4.225614628
2020-11-20,ID-AC,Aceh,21,0,0,21,4696,319,6355,11370,Province,96.91052174,4.225614628
2020-11-21,ID-AC,Aceh,42,0,0,42,4738,319,6355,11412,Province,96.91052174,4.225614628
2020-11-22,ID-AC,Aceh,18,0,0,18,4756,319,6355,11430,Province,96.91052174,4.225614628
2020-11-23,ID-AC,Aceh,30,0,2,28,4784,319,6357,11460,Province,96.91052174,4.225614628
2020-11-24,ID-AC,Aceh,6,0,0,6,4790,319,6357,11466,Province,96.91052174,4.225614628
2020-11-25,ID-AC,Aceh,39,5,139,0,4790,324,6496,11610,Province,96.91052174,4.225614628
2020-11-26,ID-AC,Aceh,24,5,27,0,4790,329,6523,11642,Province,96.91052174,4.225614628
2020-11-27,ID-AC,Aceh,21,1,4,16,4806,330,6527,11663,Province,96.91052174,4.225614628
2020-11-28,ID-AC,Aceh,11,1,0,10,4816,331,6527,11674,Province,96.91052174,4.225614628
2020-11-29,ID-AC,Aceh,27,4,25,0,4816,335,6552,11703,Province,96.91052174,4.225614628
2020-11-30,ID-AC,Aceh,10,1,9,0,4816,336,6561,11713,Province,96.91052174,4.225614628
2020-12-01,ID-AC,Aceh,9,2,14,0,4816,338,6575,11729,Province,96.91052174,4.225614628
2020-12-02,ID-AC,Aceh,10,0,28,0,4816,338,6603,11757,Province,96.91052174,4.225614628
2020-12-03,ID-AC,Aceh,44,0,6,38,4854,338,6609,11801,Province,96.91052174,4.225614628
2020-12-04,ID-AC,Aceh,14,6,3,5,4859,344,6612,11815,Province,96.91052174,4.225614628
2020-12-05,ID-AC,Aceh,15,0,8,7,4866,344,6620,11830,Province,96.91052174,4.225614628
2020-12-06,ID-AC,Aceh,38,0,118,0,4866,344,6738,11948,Province,96.91052174,4.225614628
2020-12-07,ID-AC,Aceh,4,0,5,0,4866,344,6743,11953,Province,96.91052174,4.225614628
2020-12-08,ID-AC,Aceh,18,1,7,10,4876,345,6750,11971,Province,96.91052174,4.225614628
2020-12-09,ID-AC,Aceh,6,0,4,2,4878,345,6754,11977,Province,96.91052174,4.225614628
2020-12-10,ID-AC,Aceh,8,1,8,0,4878,346,6762,11986,Province,96.91052174,4.225614628
2020-12-11,ID-AC,Aceh,20,4,62,0,4878,350,6824,12052,Province,96.91052174,4.225614628
2020-12-12,ID-AC,Aceh,29,0,11,18,4896,350,6835,12081,Province,96.91052174,4.225614628
2020-12-13,ID-AC,Aceh,15,0,4,11,4907,350,6839,12096,Province,96.91052174,4.225614628
2020-12-14,ID-AC,Aceh,4,2,54,0,4907,352,6893,12152,Province,96.91052174,4.225614628
2020-12-15,ID-AC,Aceh,12,2,86,0,4907,354,6979,12240,Province,96.91052174,4.225614628
2020-12-16,ID-AC,Aceh,8,0,6,2,4909,354,6985,12248,Province,96.91052174,4.225614628
2020-12-17,ID-AC,Aceh,8,0,8,0,4909,354,6993,12256,Province,96.91052174,4.225614628
2020-12-18,ID-AC,Aceh,3,0,55,0,4909,354,7048,12311,Province,96.91052174,4.225614628
2020-12-19,ID-AC,Aceh,12,0,6,6,4915,354,7054,12323,Province,96.91052174,4.225614628
2020-12-20,ID-AC,Aceh,4,1,13,0,4915,355,7067,12337,Province,96.91052174,4.225614628
2020-12-21,ID-AC,Aceh,18,0,4,14,4929,355,7071,12355,Province,96.91052174,4.225614628
2020-12-22,ID-AC,Aceh,29,0,9,20,4949,355,7080,12384,Province,96.91052174,4.225614628
2020-12-23,ID-AC,Aceh,30,1,9,20,4969,356,7089,12414,Province,96.91052174,4.225614628
2020-12-24,ID-AC,Aceh,14,1,13,0,4969,357,7102,12428,Province,96.91052174,4.225614628
2020-12-25,ID-AC,Aceh,15,0,1,14,4983,357,7103,12443,Province,96.91052174,4.225614628
2020-12-26,ID-AC,Aceh,19,1,6,12,4995,358,7109,12462,Province,96.91052174,4.225614628
